id,cost,status
809,16237976.32,0
810,16237976.32,0
811,16237976.32,0
812,15723314.17,2
817,32475952.64,0
818,64951905.28,0
819,64951905.28,2
820,32475952.64,2
821,21650635.09,2
822,32475952.64,2
823,32475952.64,0
824,64951905.28,0
825,64951905.28,0
826,16237976.32,0
827,21650635.09,0
828,16237976.32,0
829,21650635.09,0
830,16237976.32,0
831,21650635.09,0
832,16237976.32,0
833,21650635.09,2
834,3162627.722,0
839,15365553.63,0
840,21650635.09,0
841,32475952.64,0
842,64951905.28,2
843,32475952.64,2
844,32475952.64,2
845,32475952.64,0
846,64951905.28,0
847,64951905.28,0
848,64951905.28,0
849,21650635.09,0
850,16237976.32,0
851,21650635.1,0
852,21650635.09,0
853,21650635.09,0
854,16237976.32,0
855,21650635.1,0
856,11309390.47,2
861,16237976.32,0
862,21650635.09,0
863,32475952.64,0
864,32475952.64,2
865,21650635.09,2
866,32475952.64,2
867,32475952.64,0
868,64951905.28,0
869,64951905.28,0
870,21650635.09,0
871,16237976.32,0
872,16237976.32,0
873,16237976.32,0
874,21650635.09,0
875,16237976.32,0
876,16237976.32,0
877,16237976.32,2
883,8525496.13,0
884,16237976.32,0
885,32475952.64,0
886,64951905.28,2
887,32475952.64,2
888,64951905.28,2
889,64951905.28,0
890,64951905.28,0
891,64951905.28,0
892,64951905.28,0
893,21650635.09,0
894,16237976.32,0
895,21650635.09,0
896,16237976.32,0
897,21650635.09,0
898,16237976.32,0
899,21650635.09,2
900,13579337.11,0
904,5389949.587,0
905,16760669.17,0
906,21650635.09,0
907,32475952.64,2
908,32475952.64,2
909,32475952.64,2
910,64951905.28,2
911,64951905.28,0
912,64951905.28,0
913,64951905.28,0
914,32475952.64,0
915,21650635.09,0
916,16237976.32,0
917,16237976.32,0
918,16237976.32,0
919,16237976.32,0
920,16237976.32,2
921,16237976.32,0
922,1678840.518,0
927,3108662.725,0
928,32475952.64,0
929,64951905.28,2
930,64951905.28,2
931,32475952.64,2
932,64951905.28,2
933,64951905.28,0
934,64951905.28,0
935,64951905.28,0
936,64951905.28,0
937,64951905.28,0
938,32475952.64,0
939,32475952.64,0
940,32475952.64,0
941,32475952.64,0
942,32475952.64,2
943,32475952.64,0
944,24006681.96,2
948,7402749.748,0
949,15812966.12,0
950,32475952.64,0
951,64951905.28,2
952,32475952.64,2
953,21650635.09,2
954,64951905.28,0
955,32475952.64,0
956,64951905.28,0
957,64951905.28,0
958,32475952.64,0
959,32475952.64,0
960,16237976.32,0
961,16237976.32,0
962,16237976.32,0
963,21650635.09,0
964,16237976.32,0
965,16237976.32,0
971,11432967.18,0
972,15306874.43,2
973,64951905.28,2
974,64951905.28,2
975,21650635.09,2
976,64951905.28,2
977,32475952.64,0
978,32475952.64,0
979,64951905.28,0
980,32475952.64,0
981,32475952.64,0
982,16237976.32,0
983,21650635.09,0
984,16237976.32,0
985,21650635.09,0
986,21650635.09,2
987,21266802.67,0
988,6653696.004,2
992,9094626.013,0
993,2230214.234,0
994,21169849.45,2
995,64951905.28,2
996,64951905.28,2
997,32475952.64,2
998,64951905.28,0
999,21650635.09,0
1000,21650635.09,0
1001,21650635.09,0
1002,21650635.09,0
1003,21650635.09,0
1004,16237976.32,0
1005,16237976.32,0
1006,21650635.09,0
1007,32475952.64,0
1008,15755910.15,0
1009,14308086.45,0
1015,21650635.09,0
1016,1104915.981,0
1017,64951905.28,2
1018,64951905.28,2
1019,32475952.64,2
1020,64951905.28,2
1021,32475952.64,0
1022,16237976.32,0
1023,21650635.09,0
1024,16237976.32,0
1025,32475952.64,0
1026,16237976.32,0
1027,21650635.09,0
1028,16237976.32,0
1029,32475952.64,0
1030,21650635.09,2
1031,528412.9341,0
1032,8009381.25,2
1036,6363006.677,0
1037,14679943.83,0
1038,32207701.07,2
1039,64951905.28,2
1040,32475952.64,2
1041,21650635.09,2
1042,64951905.28,2
1043,21650635.09,0
1044,16237976.32,0
1045,16237976.32,0
1046,16237976.32,0
1047,16237976.32,0
1048,16237976.32,0
1049,16237976.32,0
1050,16237976.32,0
1051,16237976.32,2
1052,14610223.03,0
1053,2364343.162,0
1059,21650635.09,0
1060,14392913.89,2
1061,64951905.28,2
1062,64951905.28,2
1063,21650635.09,2
1064,64951905.28,2
1065,32475952.64,2
1066,16237976.32,0
1067,21650635.09,0
1068,16237976.32,0
1069,21650635.09,0
1070,16237976.32,0
1071,21650635.09,0
1072,16237976.32,0
1073,21650635.09,0
1074,16149841.89,2
1076,6448843.267,2
1080,6746963.567,0
1081,32475952.64,0
1082,64951905.28,2
1083,64951905.28,2
1084,32475952.64,2
1085,32475952.64,2
1086,64951905.28,2
1087,32475952.64,2
1088,32475952.64,0
1089,32475952.64,0
1090,32475952.64,0
1091,32475952.64,0
1092,32475952.64,0
1093,32475952.64,0
1094,32475952.64,0
1095,32475952.64,2
1096,3373555.975,0
1097,9424680.813,0
1103,16133999.41,0
1104,32475952.64,2
1105,64951905.28,2
1106,64951905.28,2
1107,16237976.32,2
1108,32475952.64,2
1109,16237976.32,2
1110,16237976.32,0
1111,16237976.32,0
1112,16237976.32,0
1113,16237976.32,0
1114,16237976.32,0
1115,16237976.32,0
1116,16237976.32,0
1117,16237976.32,0
1118,13897804.35,0
1120,2919756.52,0
1124,1354109.62,0
1125,21650635.09,0
1126,64951905.28,2
1127,64951905.28,2
1128,21650635.09,2
1129,21650635.09,2
1130,21650635.09,2
1131,21650635.09,0
1132,16237976.32,0
1133,21650635.09,0
1134,16237976.32,0
1135,21650635.09,0
1136,16237976.32,0
1137,21650635.09,0
1138,16237976.32,0
1139,21650635.09,0
1140,777845.4507,0
1141,17506308.04,0
1147,11861698.6,0
1148,64951905.28,2
1149,64951905.28,2
1150,32475952.64,2
1151,21650635.09,2
1152,32475952.64,2
1153,21650635.09,2
1154,16237976.32,0
1155,21650635.09,0
1156,16237976.32,0
1157,21650635.09,0
1158,16237976.32,0
1159,21650635.09,0
1160,16237976.32,0
1161,21650635.09,0
1162,9081789.308,0
1164,1461588.412,0
1169,21650635.09,0
1170,64951905.28,0
1171,64951905.28,2
1172,16237976.32,2
1173,21650635.09,2
1174,21650635.09,2
1175,16237976.32,0
1176,16237976.32,0
1177,16237976.32,0
1178,16237976.32,0
1179,16237976.32,0
1180,16237976.32,0
1181,16237976.32,0
1182,16237976.32,0
1183,16237976.32,0
1191,6405689.42,0
1192,32475952.64,0
1193,64951905.28,2
1194,32475952.64,2
1195,64951905.28,2
1196,32475952.64,2
1197,21650635.09,2
1198,16237976.32,2
1199,21650635.09,0
1200,16237976.32,0
1201,21650635.09,0
1202,16237976.32,0
1203,21650635.09,0
1204,16237976.32,0
1205,21650635.09,0
1206,7600363.661,0
1213,16237976.32,0
1214,64951905.28,0
1215,32475952.64,2
1216,32475952.64,2
1217,64951905.28,2
1218,16237976.32,2
1219,16237976.32,2
1220,16237976.32,0
1221,16237976.32,0
1222,16237976.32,0
1223,16237976.32,0
1224,16237976.32,0
1225,16237976.32,0
1226,16237976.32,0
1227,12636042.41,0
1235,3139336.39,0
1236,21650635.09,0
1237,32475952.64,2
1238,64951905.28,2
1239,64951905.28,2
1240,64951905.28,0
1241,21650635.09,2
1242,16237976.32,2
1243,21650635.09,0
1244,16237976.32,0
1245,21650635.09,0
1246,16237976.32,0
1247,21650635.09,0
1248,16237976.32,0
1249,20720432.06,0
1250,497106.5381,0
1257,15166861.5,0
1258,64951905.28,0
1259,32475952.64,2
1260,32475952.64,2
1261,64951905.28,0
1262,32475952.64,0
1263,16237976.32,2
1264,16237976.32,0
1265,16237976.32,0
1266,16237976.32,0
1267,16237976.32,0
1268,16237976.32,0
1269,16237976.32,0
1270,16237976.32,0
1271,6211460.224,0
1272,11811379.17,0
1279,44424.41455,0
1280,32475952.64,0
1281,32475952.64,2
1282,64951905.28,2
1283,64951905.28,2
1284,64951905.28,0
1285,32475952.64,2
1286,32475952.64,0
1287,32475952.64,0
1288,32475952.64,0
1289,32475952.64,0
1290,32475952.64,0
1291,32475952.64,0
1292,32475952.64,0
1293,32475952.64,2
1294,12460588.67,0
1301,20170226.07,0
1302,32475952.64,2
1303,32475952.64,2
1304,32475952.64,2
1305,64951905.28,2
1306,64951905.28,2
1307,32475952.64,0
1308,16237976.32,0
1309,16237976.32,0
1310,16237976.32,0
1311,16237976.32,0
1312,16237976.32,0
1313,16237976.32,0
1314,16237976.32,0
1315,8577579.844,0
1316,9078408.617,0
1324,15950299.24,0
1325,64951905.28,2
1326,32475952.64,2
1327,64951905.28,2
1328,64951905.28,2
1329,64951905.28,2
1330,16237976.32,2
1331,21650635.09,0
1332,16237976.32,0
1333,21650635.09,0
1334,16237976.32,0
1335,19341781.74,0
1336,16237976.32,0
1337,20407597.1,0
1338,8471318.86,0
1345,6218796.311,0
1346,21650635.09,2
